TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-04-24,2025-04-24,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5734.40,5734.40,5628.00,5682.30,5684.60,5710.95,,5688.50,,,6418,36456540.00,2026,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,788.80,789.00,769.90,774.85,774.85,780.40,,774.70,,,30377,23671162.00,1483,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1002.25,1019.00,998.05,1001.40,1001.40,1009.65,,1000.20,,,44979,45183606.00,3012,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,39.25,41.00,39.00,39.43,39.43,39.36,,39.43,,,119516,4800622.00,515,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,58.35,59.85,58.35,58.95,58.95,58.95,,58.95,,,30368,1791736.00,324,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.38,4.49,4.38,4.48,4.46,4.41,,4.48,,,29595,132619.00,41,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.80,4.90,4.76,4.83,4.87,4.80,,4.83,,,13894,66972.00,85,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.71,11.81,11.00,11.68,11.68,11.56,,11.68,,,10100,117961.00,64,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,140.40,142.45,138.30,138.85,139.15,140.45,,138.85,,,96926,13565802.00,1167,F1,1,,,,,
2025-04-24,2025-04-24,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,372.35,372.35,372.00,372.00,372.00,375.00,,374.90,,,126,46880.00,3,F1,1,,,,,
